20;40;11;0.017578;0.085938;0.772484;18.203669 
5;34;11;0.010742;0.039062;13.491899;29.502872 
64;82;11;0.007324;0.507812;13.538544;8.990959 
14;112;11;0.000000;0.000000;472.070068;170141173319264429905852091742258462720.000000 
14;91;11;0.000488;0.000000;210.285034;170141173319264429905852091742258462720.000000 
